viewer_id,category,device_type,time_of_day,country,upload_day_of_week,watch_time_ratio,sentiment_score,likes_ratio,comment_count,shares,replay_count,video_length_min,subscriber_before,notification_clicked,commented,shared,session_depth,random_noise,thumbnail_hue,recommended
V00651,Vlogs,Mobile,Morning,IN,Thu,0.7448,0.4735,0.0742,6,2,1,15,0,0,1,1,3,-1.1664,214,1
V00652,Vlogs,Desktop,Morning,UK,Tue,0.7514,-0.5154,0.25,1,0,0,15,0,0,1,0,5,0.3649,84,1
V00653,Music,Mobile,Night,UK,Tue,0.5982,0.2114,0.0516,7,1,0,10,0,1,1,1,3,0.2836,154,0
V00654,Vlogs,Mobile,Night,PH,Tue,0.8884,0.4882,0.25,10,0,2,3,0,1,1,0,4,1.9795,261,1
V00655,Gaming,Mobile,Night,UK,Mon,0.6137,-0.1447,0.0659,5,0,0,10,0,0,1,0,2,-1.2935,11,1
V00656,Education,Mobile,Evening,NG,Sun,0.5721,0.6455,0.0414,3,2,1,3,1,0,1,1,3,2.3148,304,1
V00657,Education,TV,Evening,US,Wed,0.5789,0.4725,0.25,6,1,0,30,0,0,1,1,3,1.9236,73,1
V00658,Music,Tablet,Evening,CA,Thu,0.3501,0.4247,0.2292,2,0,0,15,1,0,1,0,1,1.2833,189,0
V00659,Vlogs,Desktop,Evening,CA,Sun,0.7704,0.5452,0.25,3,0,0,45,0,0,1,0,7,-0.5051,11,1
V00660,Education,Mobile,Morning,US,Thu,0.8241,0.1435,0.25,11,0,1,8,0,0,1,0,6,0.9841,100,1
V00661,Comedy,Mobile,Evening,UK,Mon,0.6852,0.3377,0.023,4,0,0,15,1,0,1,0,5,-1.727,308,1
V00662,Music,Mobile,Night,PH,Tue,0.6219,0.2838,0.0441,9,6,0,8,0,0,1,1,3,-2.0368,266,0
V00663,Education,Mobile,Evening,AU,Fri,0.7099,0.2752,0.0989,13,5,0,15,1,1,1,1,1,-0.5763,203,1
V00664,Gaming,Desktop,Afternoon,UK,Sat,0.9066,0.0246,0.25,1,0,2,12,1,1,1,0,6,-0.9724,176,1
V00665,Gaming,Mobile,Afternoon,IN,Mon,0.7885,-0.1922,0.1731,11,1,0,15,1,0,1,1,5,-1.9649,251,0
V00666,Education,Mobile,Evening,US,Tue,0.2159,0.152,0.2194,13,0,0,20,0,0,1,0,3,1.6202,303,0
V00667,Gaming,Mobile,Evening,US,Sat,0.2916,0.1311,0.238,15,0,1,15,0,1,1,0,3,-0.7156,113,0
V00668,Gaming,Mobile,Night,IN,Mon,0.5669,0.0,0.25,17,1,0,12,0,0,1,1,2,0.4652,252,0
V00669,Education,Mobile,Afternoon,US,Wed,0.8065,0.6038,0.1451,6,1,2,5,0,1,1,1,4,2.8139,325,1
V00670,Gaming,Mobile,Night,PH,Mon,0.6667,-0.1654,0.0883,13,0,2,10,0,0,1,0,2,-0.1121,345,1
V00671,Tech Reviews,Tablet,Evening,CA,Sun,0.6608,0.2148,0.2268,3,6,2,10,1,0,1,1,2,-1.2851,130,1
V00672,Gaming,Mobile,Night,NG,Mon,0.4505,0.7232,0.1435,3,0,1,15,0,0,1,0,2,1.8667,344,0
V00673,Vlogs,Mobile,Evening,CA,Tue,0.5264,0.6255,0.131,2,4,1,10,0,0,1,1,5,-0.1467,232,1
V00674,Vlogs,TV,Evening,NG,Tue,0.6215,0.7422,0.1463,20,1,0,8,0,1,1,1,4,0.8487,186,1
V00675,Comedy,Tablet,Evening,IN,Thu,0.507,0.0555,0.0184,10,0,1,30,1,1,1,0,5,-2.7202,259,1
V00676,Gaming,Desktop,Evening,IN,Wed,0.0978,0.578,0.0743,6,3,0,20,1,0,1,1,1,0.2968,150,1
V00677,Education,TV,Night,BR,Wed,0.3555,-0.1239,0.0621,5,1,1,10,0,0,1,1,8,-0.0615,183,1
V00678,Comedy,Mobile,Morning,IN,Thu,0.4401,0.1752,0.245,7,0,1,5,1,0,1,0,2,-0.3671,192,1
V00679,Tech Reviews,Mobile,Morning,US,Sat,0.7593,0.2109,0.25,14,1,1,12,1,0,1,1,5,0.9682,323,1
V00680,Tech Reviews,Mobile,Night,CA,Thu,0.6647,0.0612,0.2457,4,0,1,12,0,1,1,0,5,-0.6736,8,1
V00681,Education,Desktop,Evening,NG,Sun,0.373,0.1425,0.25,4,0,1,30,1,0,1,0,5,-0.2785,145,1
V00682,Gaming,Desktop,Evening,AU,Thu,0.7776,0.0925,0.25,5,1,2,15,0,1,1,1,3,0.1043,336,1
V00683,Music,Mobile,Evening,IN,Tue,0.9117,-0.0933,0.25,3,3,1,45,0,1,1,1,2,0.867,146,1
V00684,Comedy,Mobile,Morning,CA,Sun,0.614,0.6054,0.1427,3,0,2,12,0,1,1,0,3,-0.2479,103,1
V00685,Vlogs,Desktop,Night,BR,Wed,0.7178,0.2107,0.0322,9,0,0,15,0,0,1,0,2,-0.1574,347,0
V00686,Vlogs,Mobile,Evening,US,Mon,0.9242,0.3565,0.25,9,2,0,12,1,0,1,1,2,-0.1656,213,1
V00687,Education,Desktop,Afternoon,CA,Tue,0.5274,0.3422,0.25,4,0,1,10,0,0,1,0,2,-0.1713,119,1
V00688,Tech Reviews,Desktop,Afternoon,US,Mon,0.7901,0.3008,0.1377,6,0,0,3,0,1,1,0,3,-1.3178,239,0
V00689,Gaming,Desktop,Night,IN,Fri,0.4025,0.3153,0.2476,2,1,1,20,1,0,1,1,7,0.7582,243,0
V00690,Education,Desktop,Morning,IN,Sun,0.5678,0.1639,0.2031,5,2,0,30,1,0,1,1,3,0.8261,99,1
V00691,Vlogs,TV,Night,US,Sun,0.3952,0.819,0.25,7,1,1,20,0,0,1,1,2,-1.6253,97,1
V00692,Vlogs,Mobile,Afternoon,US,Tue,0.895,0.5691,0.25,1,2,0,10,0,0,1,1,5,-0.4521,244,1
V00693,Education,Desktop,Evening,IN,Fri,0.2463,0.287,0.0945,5,3,0,20,1,0,1,1,1,1.3228,202,1
V00694,Gaming,Desktop,Night,US,Mon,0.44,0.1101,0.0888,4,0,0,15,1,0,1,0,4,0.1061,198,0
V00695,Music,Mobile,Evening,US,Wed,0.2653,0.2348,0.2107,5,0,0,15,1,0,1,0,1,-0.3209,181,1
V00696,Education,Mobile,Evening,PH,Tue,0.2158,0.4387,0.25,5,0,2,5,0,1,1,0,3,-1.1147,341,1
V00697,Vlogs,Mobile,Evening,UK,Sat,0.4976,0.85,0.25,3,1,0,15,0,0,1,1,5,1.2586,276,1
V00698,Gaming,Mobile,Afternoon,IN,Wed,0.7261,-0.2418,0.25,7,0,1,15,1,1,1,0,4,-0.7013,38,1
V00699,Vlogs,Desktop,Afternoon,NG,Fri,0.6123,0.5307,0.25,10,0,2,15,0,0,1,0,2,0.6869,202,0
V00700,Vlogs,TV,Night,US,Thu,0.5063,0.7082,0.0243,4,0,0,20,1,0,1,0,1,1.9212,326,1
V00701,Gaming,Mobile,Night,UK,Wed,0.7726,-0.285,0.1901,13,2,1,12,0,0,1,1,6,0.1233,2,0
V00702,Education,Mobile,Evening,IN,Tue,0.8676,0.2112,0.0545,3,1,2,8,1,0,1,1,5,1.4223,46,1
V00703,Gaming,Tablet,Afternoon,AU,Thu,0.8607,-0.1245,0.1328,8,1,1,30,1,0,1,1,5,0.4671,81,1
V00704,Gaming,Mobile,Morning,NG,Sun,0.7299,0.4436,0.0552,5,0,1,20,0,0,1,0,4,1.0103,70,0
V00705,Comedy,Mobile,Morning,NG,Sat,0.5665,0.1438,0.1811,5,0,1,15,1,1,1,0,3,-0.2508,157,0
V00706,Education,Desktop,Evening,AU,Wed,0.3304,0.2305,0.25,4,0,0,10,0,1,1,0,1,-0.8798,242,0
V00707,Tech Reviews,Mobile,Night,US,Tue,0.9601,0.1238,0.0858,6,1,1,60,0,1,1,1,4,-0.462,303,1
V00708,Education,Mobile,Evening,US,Sat,0.7915,0.5537,0.1965,7,0,0,5,1,0,1,0,3,-0.3548,168,1
V00709,Music,Mobile,Night,UK,Thu,0.8519,0.367,0.1859,2,1,1,30,1,0,1,1,1,0.2694,65,1
V00710,Tech Reviews,Mobile,Morning,US,Fri,0.6782,0.3678,0.1986,4,0,1,12,1,0,1,0,4,0.7131,20,1
V00711,Vlogs,Desktop,Afternoon,CA,Fri,0.8114,0.341,0.0731,1,0,0,5,0,1,1,0,2,-1.5501,157,0
V00712,Vlogs,Mobile,Afternoon,CA,Wed,0.2722,0.4975,0.2393,5,1,0,10,1,0,1,1,5,0.1611,137,1
V00713,Vlogs,Mobile,Evening,US,Mon,0.7842,0.1805,0.0781,7,0,0,20,0,1,1,0,4,0.3156,24,1
V00714,Education,Desktop,Morning,PH,Tue,0.7133,0.9263,0.25,15,0,2,12,0,0,1,0,5,0.0524,231,1
V00715,Comedy,TV,Night,US,Wed,0.6897,-0.1892,0.25,7,1,0,12,0,0,1,1,2,-1.0434,101,0
V00716,Tech Reviews,Mobile,Afternoon,UK,Wed,0.7929,-0.3758,0.25,7,1,0,20,1,0,1,1,3,0.4127,297,0
V00717,Comedy,Mobile,Night,CA,Mon,0.5882,-0.4073,0.0802,0,2,0,15,1,0,0,1,4,0.374,18,0
V00718,Gaming,Desktop,Evening,UK,Wed,0.7932,-0.5102,0.1422,8,2,1,15,1,0,1,1,4,0.8271,204,1
V00719,Music,Mobile,Night,UK,Thu,0.457,0.5358,0.25,0,0,0,8,0,0,0,0,4,-0.2204,244,1
V00720,Comedy,Mobile,Evening,US,Thu,0.5388,0.4895,0.25,10,0,1,10,0,0,1,0,3,0.3017,115,1
V00721,Gaming,Desktop,Night,UK,Fri,0.2543,0.739,0.2202,4,0,0,12,1,1,1,0,6,0.5625,164,1
V00722,Gaming,TV,Morning,AU,Mon,0.4757,-0.1215,0.2123,18,0,0,5,1,0,1,0,6,0.0475,152,0
V00723,Music,TV,Evening,NG,Sat,0.5827,0.5633,0.2113,11,4,0,10,0,1,1,1,3,-1.3365,68,1
V00724,Vlogs,Desktop,Night,UK,Sun,0.873,0.3016,0.25,4,4,0,20,1,0,1,1,1,-2.2666,259,1
V00725,Tech Reviews,Desktop,Morning,UK,Fri,0.4496,0.3433,0.25,7,0,2,3,0,0,1,0,2,-0.8119,17,1
V00726,Gaming,Mobile,Morning,CA,Thu,0.3764,0.5177,0.25,12,0,1,5,0,0,1,0,2,-1.7054,237,1
V00727,Tech Reviews,Desktop,Evening,NG,Thu,0.6492,-0.0074,0.25,13,0,1,15,0,0,1,0,4,0.2523,227,1
V00728,Gaming,Mobile,Night,US,Sat,0.2965,1.0,0.1001,0,2,1,12,1,0,0,1,2,-1.0209,75,1
V00729,Gaming,Mobile,Evening,UK,Fri,0.3088,0.7861,0.1186,4,2,0,20,1,0,1,1,3,-0.6555,144,1
V00730,Gaming,Desktop,Evening,AU,Wed,0.8048,0.078,0.2185,7,0,1,30,0,0,1,0,2,1.7713,238,1
V00731,Tech Reviews,Desktop,Morning,IN,Fri,0.6343,-0.1345,0.25,2,1,1,10,0,1,1,1,3,-0.3944,357,1
V00732,Music,Mobile,Morning,US,Tue,0.8693,0.2466,0.25,13,2,1,3,0,0,1,1,3,1.1869,212,1
V00733,Vlogs,TV,Night,IN,Fri,0.3576,0.3493,0.1088,5,0,2,12,0,0,1,0,3,0.0394,14,1
V00734,Education,Mobile,Morning,US,Thu,0.625,0.6849,0.1612,4,1,0,45,0,0,1,1,3,-1.4373,272,1
V00735,Tech Reviews,Mobile,Evening,IN,Thu,0.6698,-0.1641,0.25,6,1,2,15,0,1,1,1,2,-0.0414,144,1
V00736,Education,Mobile,Night,IN,Sun,0.6438,0.3885,0.1762,5,3,2,10,1,0,1,1,2,-2.3184,303,1
V00737,Tech Reviews,Desktop,Afternoon,PH,Sun,0.7882,-0.301,0.2305,15,0,1,15,0,1,1,0,2,0.2201,205,1
V00738,Vlogs,Desktop,Evening,IN,Thu,0.5315,0.4458,0.2452,6,0,2,8,0,1,1,0,1,-0.9349,156,1
V00739,Education,Mobile,Morning,US,Tue,0.9856,0.2391,0.25,8,1,1,20,1,0,1,1,3,-0.0192,288,1
V00740,Vlogs,Desktop,Evening,US,Mon,0.7224,1.0,0.25,6,0,1,15,1,0,1,0,4,-0.6558,191,1
V00741,Education,Mobile,Afternoon,PH,Wed,0.722,-0.3075,0.2238,11,0,0,20,1,0,1,0,1,1.1842,34,0
V00742,Music,Desktop,Evening,US,Fri,0.388,0.8008,0.0667,11,1,1,10,0,1,1,1,7,0.043,78,1
V00743,Vlogs,Mobile,Afternoon,UK,Wed,0.1252,-0.3675,0.0608,23,0,1,20,0,0,1,0,3,-0.3137,208,0
V00744,Education,Mobile,Evening,US,Tue,0.76,-0.2243,0.1403,4,0,1,30,1,0,1,0,5,-0.4934,139,1
V00745,Tech Reviews,Tablet,Evening,AU,Fri,0.7564,-0.3573,0.0371,8,2,1,45,0,0,1,1,4,0.2122,176,0
V00746,Education,Mobile,Afternoon,IN,Mon,0.5178,0.3751,0.1662,3,3,0,15,0,1,1,1,7,-0.3767,78,1
V00747,Vlogs,Mobile,Evening,UK,Sat,0.6387,-0.166,0.2282,6,1,1,10,0,0,1,1,5,-2.3131,185,0
V00748,Comedy,Desktop,Afternoon,UK,Thu,0.7506,-0.2324,0.25,4,1,0,12,0,1,1,1,4,-0.5443,172,0
V00749,Music,Tablet,Evening,PH,Thu,0.241,0.3571,0.1253,7,1,6,15,0,0,1,1,3,0.0032,305,1
V00750,Gaming,Mobile,Afternoon,IN,Sat,0.637,0.4517,0.1419,7,2,0,15,0,0,1,1,3,-0.7547,98,1
V00751,Comedy,Mobile,Evening,CA,Tue,0.6169,0.2951,0.1131,13,1,0,20,0,0,1,1,4,0.2469,33,0
V00752,Music,Mobile,Morning,PH,Sun,0.4382,0.2184,0.25,2,0,0,5,0,1,1,0,2,0.1075,193,0
V00753,Education,Mobile,Evening,NG,Sun,0.7521,0.975,0.0412,17,1,1,15,0,0,1,1,1,-2.1941,153,1
V00754,Gaming,Mobile,Afternoon,UK,Fri,0.6921,0.3354,0.25,10,1,0,10,1,0,1,1,1,-0.7102,128,1
V00755,Tech Reviews,Desktop,Evening,BR,Sun,0.2325,0.5862,0.0583,4,0,2,20,1,0,1,0,2,1.3227,260,0
V00756,Music,Tablet,Afternoon,US,Tue,0.3826,0.3343,0.25,9,6,0,10,1,0,1,1,1,0.535,129,1
V00757,Vlogs,Mobile,Night,UK,Thu,0.6728,-0.1372,0.25,18,3,2,12,1,1,1,1,2,0.6293,153,1
V00758,Tech Reviews,Mobile,Night,PH,Mon,0.5891,0.489,0.25,5,2,1,8,0,1,1,1,5,0.9742,265,0
V00759,Tech Reviews,Mobile,Afternoon,US,Sun,0.4624,0.0308,0.227,10,1,1,10,0,1,1,1,2,-0.2451,79,1
V00760,Gaming,Mobile,Evening,US,Fri,0.5193,0.2454,0.2276,4,0,0,15,1,0,1,0,5,-0.5626,346,1
V00761,Education,TV,Morning,UK,Wed,0.7683,0.3961,0.1714,7,2,1,12,1,0,1,1,2,0.8449,332,1
V00762,Education,Mobile,Afternoon,IN,Mon,0.4163,-0.4577,0.0104,4,0,0,8,1,0,1,0,2,1.1142,186,1
V00763,Music,Mobile,Evening,UK,Mon,0.6258,-0.3316,0.25,4,0,1,12,1,0,1,0,1,1.2345,343,1
V00764,Gaming,Desktop,Evening,CA,Tue,0.6327,0.6256,0.1975,3,0,1,8,0,0,1,0,2,-0.6387,185,1
V00765,Vlogs,Mobile,Evening,PH,Tue,0.64,0.0278,0.25,2,0,1,30,1,0,1,0,5,0.657,60,1
V00766,Tech Reviews,Desktop,Afternoon,CA,Wed,0.6534,0.0458,0.1423,10,1,0,30,0,0,1,1,2,-0.1149,260,1
V00767,Tech Reviews,Mobile,Afternoon,US,Fri,0.9168,0.3432,0.1013,6,6,1,8,1,0,1,1,3,0.7067,121,1
V00768,Education,TV,Morning,NG,Thu,0.6493,0.1334,0.1677,6,0,0,5,0,0,1,0,2,-0.0916,333,1
V00769,Tech Reviews,Tablet,Evening,US,Thu,0.6612,0.4387,0.0931,3,1,1,30,1,0,1,1,5,-0.0262,209,1
V00770,Gaming,Desktop,Evening,US,Sun,0.7769,0.2606,0.25,3,0,1,10,1,1,1,0,4,0.7986,170,1
V00771,Tech Reviews,Tablet,Evening,US,Tue,0.5367,0.3555,0.2123,8,0,0,8,1,0,1,0,4,-0.329,102,1
V00772,Gaming,Mobile,Afternoon,IN,Thu,0.8122,0.0133,0.25,13,0,0,30,0,0,1,0,7,-0.3731,220,1
V00773,Education,Mobile,Afternoon,US,Sun,0.6554,0.3536,0.1447,11,1,0,30,0,0,1,1,5,1.0617,200,1
V00774,Tech Reviews,Desktop,Afternoon,US,Sun,0.5531,0.6999,0.25,2,2,1,5,1,1,1,1,2,0.4111,270,1
V00775,Gaming,Desktop,Morning,UK,Mon,0.4009,0.0643,0.1644,7,1,2,8,1,0,1,1,1,-0.9858,296,0
V00776,Education,Mobile,Afternoon,US,Sun,0.7442,0.6278,0.25,5,2,0,20,0,0,1,1,5,1.1618,335,1
V00777,Music,Mobile,Night,IN,Mon,0.4089,0.2604,0.0363,10,0,0,10,0,0,1,0,4,1.4579,290,1
V00778,Music,Mobile,Night,AU,Fri,0.6848,0.5591,0.2221,4,4,0,15,0,0,1,1,1,0.2973,270,1
V00779,Music,Mobile,Evening,AU,Sun,0.7105,0.3289,0.1381,0,2,0,5,1,0,0,1,3,-0.3202,81,1
V00780,Music,Mobile,Evening,US,Fri,0.4664,0.2673,0.2129,3,2,0,30,1,0,1,1,4,1.6128,35,1
V00781,Vlogs,Desktop,Morning,US,Sun,0.4947,0.4129,0.25,10,0,0,12,1,0,1,0,1,1.5465,275,0
V00782,Education,Mobile,Night,BR,Sun,0.7564,0.7412,0.2028,0,0,1,12,0,0,0,0,3,-0.8852,331,1
V00783,Education,Mobile,Morning,US,Mon,0.7976,0.3697,0.25,7,1,0,20,1,0,1,1,3,-0.264,330,1
V00784,Gaming,Desktop,Night,PH,Fri,0.8341,0.4618,0.1474,3,0,0,12,0,0,1,0,2,-0.0539,148,1
V00785,Comedy,Desktop,Evening,US,Thu,0.6703,0.14,0.244,15,1,0,5,1,0,1,1,3,1.6405,258,1
V00786,Vlogs,TV,Afternoon,NG,Sun,0.8713,0.8769,0.2048,6,0,0,12,1,0,1,0,2,0.8918,279,1
V00787,Vlogs,Desktop,Night,UK,Wed,0.7576,0.5233,0.1713,13,6,1,12,1,0,1,1,1,-0.3221,15,1
V00788,Vlogs,Mobile,Morning,UK,Mon,0.5366,0.3095,0.25,5,0,1,12,1,0,1,0,1,-0.0047,228,1
V00789,Comedy,TV,Evening,CA,Tue,0.7091,0.2334,0.0695,12,1,1,8,0,0,1,1,6,-0.1088,163,1
V00790,Gaming,Mobile,Evening,IN,Sat,0.6071,0.6516,0.222,3,1,2,8,1,1,1,1,8,-0.7623,192,1
V00791,Vlogs,Mobile,Afternoon,UK,Fri,0.8192,0.0496,0.25,10,2,1,20,0,0,1,1,4,0.5195,251,1
V00792,Vlogs,Desktop,Evening,IN,Mon,0.6941,-0.3975,0.25,3,0,0,15,1,0,1,0,3,0.4534,87,1
V00793,Music,TV,Evening,CA,Wed,0.3076,0.3075,0.1232,2,0,0,3,0,1,1,0,4,0.5921,230,0
V00794,Gaming,Mobile,Evening,US,Tue,0.7912,0.7322,0.0584,3,3,3,20,1,0,1,1,11,0.2231,48,1
V00795,Tech Reviews,Mobile,Morning,US,Sun,0.791,0.8847,0.25,16,3,2,8,1,0,1,1,3,-1.0858,113,1
V00796,Comedy,Mobile,Night,IN,Sat,0.3976,0.2392,0.25,5,1,0,20,1,0,1,1,5,-0.6348,77,1
V00797,Vlogs,Mobile,Afternoon,US,Sun,0.5317,0.2966,0.2307,1,0,1,5,0,0,1,0,3,0.0635,62,0
V00798,Music,Mobile,Afternoon,CA,Sun,0.4823,0.4774,0.25,0,1,0,45,0,1,0,1,5,0.8997,57,1
V00799,Comedy,Desktop,Afternoon,US,Sat,0.7431,0.1795,0.1591,5,2,0,30,1,1,1,1,1,0.2815,169,1
V00800,Music,Mobile,Morning,UK,Sun,0.6909,0.4762,0.25,5,3,0,8,0,1,1,1,2,-1.2305,228,1
V00801,Gaming,Tablet,Morning,US,Thu,0.626,0.2475,0.25,13,0,0,3,1,1,1,0,3,-2.0225,130,0
V00802,Vlogs,Desktop,Night,IN,Thu,0.5623,0.6643,0.25,4,0,2,5,1,0,1,0,3,-0.0377,250,1
V00803,Music,Desktop,Afternoon,US,Sat,0.5522,0.5547,0.1406,1,1,1,20,0,0,1,1,3,0.4096,171,0
V00804,Vlogs,TV,Morning,US,Sat,0.6899,0.5879,0.25,2,2,1,5,1,0,1,1,4,0.7919,28,1
V00805,Music,Mobile,Morning,US,Thu,0.3113,0.202,0.1353,15,2,1,20,1,0,1,1,1,1.7528,276,0
V00806,Comedy,Mobile,Evening,BR,Thu,0.2932,1.0,0.25,4,2,1,20,0,0,1,1,2,1.1237,355,1
V00807,Comedy,Desktop,Night,US,Sun,0.5934,0.4639,0.25,11,0,2,10,1,0,1,0,3,0.6166,20,1
V00808,Vlogs,TV,Afternoon,CA,Sun,0.226,0.374,0.25,3,0,0,20,1,0,1,0,4,-0.5379,151,1
V00809,Gaming,Desktop,Morning,US,Tue,0.7011,-0.0092,0.25,6,1,2,20,0,0,1,1,3,1.4434,139,0
V00810,Comedy,Mobile,Afternoon,US,Wed,0.9259,0.2431,0.25,7,3,0,20,1,1,1,1,3,-1.083,47,1
V00811,Tech Reviews,Tablet,Morning,IN,Fri,0.3195,0.3235,0.2165,12,1,0,8,1,1,1,1,5,1.095,210,1
V00812,Gaming,Mobile,Morning,IN,Sat,0.7295,-0.0193,0.195,4,0,3,12,0,0,1,0,3,1.8847,294,1
V00813,Comedy,TV,Evening,BR,Wed,0.848,0.1689,0.25,4,0,1,5,1,0,1,0,3,1.3999,18,1
V00814,Tech Reviews,Tablet,Afternoon,NG,Tue,0.7203,0.217,0.25,5,1,1,15,0,1,1,1,6,-0.3891,176,1
V00815,Vlogs,Mobile,Evening,AU,Tue,0.6084,0.3012,0.1327,6,4,1,12,1,1,1,1,4,-1.6445,355,1
V00816,Vlogs,Desktop,Afternoon,IN,Thu,0.7529,-0.3898,0.25,6,1,0,30,1,0,1,1,3,-0.7487,4,1
V00817,Education,Mobile,Night,IN,Thu,0.3106,0.2286,0.1622,13,0,0,3,1,0,1,0,4,0.0459,202,1
V00818,Gaming,Mobile,Night,UK,Fri,0.7273,0.1366,0.167,5,0,0,15,0,0,1,0,3,-0.2789,88,0
V00819,Education,Mobile,Evening,NG,Wed,0.3508,0.2721,0.25,6,0,0,20,0,1,1,0,4,0.241,307,1
V00820,Tech Reviews,Desktop,Afternoon,IN,Sun,0.5815,0.6734,0.25,2,0,2,12,0,1,1,0,3,-1.8129,247,1
V00821,Gaming,Tablet,Afternoon,IN,Fri,0.5567,1.0,0.0532,7,4,0,8,0,0,1,1,4,0.7937,331,0
V00822,Education,Desktop,Evening,US,Fri,0.5268,0.5378,0.25,12,3,0,15,1,0,1,1,2,-0.6229,335,1
V00823,Education,Mobile,Evening,US,Mon,0.4551,-0.1891,0.0585,4,1,1,60,1,0,1,1,4,-0.0008,78,1
V00824,Vlogs,TV,Evening,NG,Mon,0.6181,0.1487,0.25,8,0,0,5,1,0,1,0,5,-0.4777,242,0
V00825,Comedy,Tablet,Night,UK,Sat,0.3708,0.5065,0.0402,0,0,0,8,1,0,0,0,3,0.7493,237,1
V00826,Education,Mobile,Night,UK,Mon,0.5149,0.4637,0.0341,3,2,1,12,0,0,1,1,4,-0.5663,234,1
V00827,Education,Tablet,Afternoon,US,Sat,0.2968,0.6552,0.25,6,5,0,15,1,1,1,1,5,-1.714,114,1
V00828,Music,Mobile,Evening,PH,Wed,0.6722,0.243,0.1094,6,0,3,15,1,0,1,0,1,0.5602,128,0
V00829,Vlogs,TV,Morning,US,Thu,0.6302,0.1419,0.25,6,0,1,5,1,0,1,0,5,-1.5913,116,1
V00830,Education,Mobile,Afternoon,PH,Wed,0.3362,0.9459,0.1565,9,1,1,8,0,1,1,1,4,-0.1746,97,1
V00831,Vlogs,Mobile,Evening,US,Mon,0.3822,0.3023,0.25,1,0,1,45,0,0,1,0,4,1.0897,289,1
V00832,Gaming,Mobile,Afternoon,PH,Sun,0.5932,-0.1063,0.25,9,1,1,5,0,0,1,1,3,0.5751,118,0
V00833,Gaming,Desktop,Night,CA,Tue,0.5299,0.8406,0.1,4,0,0,12,0,0,1,0,2,0.0282,359,1
V00834,Vlogs,Mobile,Afternoon,US,Thu,0.9401,-0.2885,0.25,5,1,3,15,0,0,1,1,3,0.0685,222,0
V00835,Vlogs,Mobile,Evening,IN,Wed,0.6822,-1.0,0.1717,10,1,0,10,1,0,1,1,3,-1.0501,311,0
V00836,Comedy,Desktop,Evening,UK,Sun,0.7396,0.5724,0.25,12,3,0,10,1,0,1,1,3,0.4094,52,0
V00837,Education,TV,Evening,US,Mon,0.6183,0.6261,0.2163,13,0,0,10,0,0,1,0,4,0.4933,314,1
V00838,Vlogs,Mobile,Afternoon,PH,Mon,0.6593,0.4373,0.25,5,0,1,10,0,0,1,0,3,0.2115,124,1
V00839,Music,Mobile,Night,UK,Tue,0.4612,-0.2149,0.25,3,1,0,10,1,0,1,1,4,0.0099,329,0
V00840,Gaming,Mobile,Evening,UK,Sat,0.1585,0.2576,0.0775,3,0,0,5,0,0,1,0,4,-0.1428,182,0
V00841,Music,Mobile,Evening,US,Thu,0.8778,0.1743,0.1286,7,1,0,30,0,0,1,1,1,0.7906,69,1
V00842,Gaming,TV,Morning,UK,Mon,0.942,0.0758,0.0958,11,0,1,20,0,1,1,0,1,-0.6137,20,1
V00843,Comedy,TV,Evening,PH,Sun,0.887,0.8166,0.0485,9,1,2,3,0,1,1,1,1,-1.3424,117,1
V00844,Gaming,Desktop,Night,UK,Sat,0.8158,-0.1177,0.1283,7,1,1,20,0,0,1,1,3,0.9048,284,1
V00845,Vlogs,Mobile,Evening,BR,Tue,0.1272,0.4001,0.0608,3,1,0,20,1,1,1,1,1,-1.32,345,0
V00846,Gaming,Desktop,Night,NG,Tue,0.719,0.7337,0.25,6,2,2,30,0,0,1,1,6,-0.7415,319,1
V00847,Comedy,Desktop,Evening,US,Thu,0.1409,0.4249,0.0175,8,3,3,15,0,1,1,1,1,0.4245,226,0
V00848,Vlogs,TV,Morning,US,Mon,0.662,0.7516,0.1087,11,2,1,30,0,0,1,1,3,0.3321,24,1
V00849,Vlogs,Desktop,Morning,PH,Mon,0.8052,0.4942,0.2437,0,2,2,20,1,1,0,1,1,-0.1624,97,1
V00850,Gaming,Desktop,Afternoon,UK,Thu,0.7201,0.4432,0.25,10,3,1,3,0,0,1,1,3,1.4076,108,1
V00851,Music,Desktop,Evening,US,Thu,0.8114,0.4194,0.2281,9,1,1,20,0,0,1,1,2,0.9753,135,1
V00852,Gaming,Mobile,Night,US,Sat,0.401,0.5131,0.1417,6,0,1,15,0,1,1,0,2,-0.1064,243,1
V00853,Tech Reviews,Tablet,Afternoon,IN,Sun,0.2774,0.1335,0.1902,2,0,0,15,1,1,1,0,5,-0.5617,63,1
V00854,Gaming,Mobile,Evening,AU,Fri,0.1962,-0.2147,0.1693,6,0,1,30,0,0,1,0,2,0.2659,160,0
V00855,Gaming,Desktop,Evening,US,Sat,0.5141,0.6425,0.25,2,0,0,3,1,0,1,0,3,0.1886,211,1
V00856,Gaming,Mobile,Evening,US,Tue,0.4212,0.7215,0.1384,5,0,0,5,0,0,1,0,3,1.1876,305,1
V00857,Vlogs,Desktop,Afternoon,NG,Sat,0.6891,0.3758,0.2242,24,1,1,15,0,0,1,1,5,-0.1979,144,1
V00858,Vlogs,Desktop,Morning,AU,Sun,0.6897,0.0716,0.2367,9,5,1,12,0,0,1,1,6,1.0259,143,1
